title,artist,created,genre,duration_sec,plays,likes,url
Yellow Claw - DO YOU LIKE BASS? (Holy Priest & elMefti - Hard Techno Edit),HOLY PRIEST,2023-11-29,Techno,221,358261,12124,https://soundcloud.com/holypriest_music/do-you-like-bass
Agilator,Holy Priest,2023-11-02,Electronic,30,314308,8034,https://soundcloud.com/holypriest_music/agilator
Knife Party - Internet Friends (Holy Priest & elMefti - Hard Techno Edit),HOLY PRIEST,2023-10-17,Techno,176,1769371,50357,https://soundcloud.com/holypriest_music/knife-party-internet-friends-holy-priest-elmefti-hard-techno-edit
House Of Pain - Jump Around (Holy Priest Hard Techno Edit),HOLY PRIEST,2023-09-13,Techno,241,384472,13171,https://soundcloud.com/holypriest_music/house-of-pain-jump-around-holy-priest-hard-techno-remix
Eminem x Psyko Punkz - Forget About Dre (Holy Priest & elMefti - Hard Techno Edit),HOLY PRIEST,2023-08-17,Hard Techno,201,890782,26305,https://soundcloud.com/holypriest_music/eminem-x-psyko-punkz-forget-about-dre-holy-priest-elmefti-hard-techno-remix
Fuck This,"Holy Priest, elMefti & FACELESS",2023-06-29,Electronic,30,1459709,35047,https://soundcloud.com/holypriest_music/fuck-this
Coolio - Gangsta's Paradise (Holy Priest Hard Techno Edit),HOLY PRIEST,2023-06-26,Techno,225,2942944,70318,https://soundcloud.com/holypriest_music/coolio-gangstas-paradise-holy-priest-hard-techno-remix
Emergency Outbreak,Holy Priest,2023-11-02,Electronic,30,22298,513,https://soundcloud.com/holypriest_music/emergency-outbreak
F*CK THE POLICE,"Holy Priest, elMefti and FACELESS",2023-05-18,Electronic,30,319390,10126,https://soundcloud.com/holypriest_music/f-ck-the-police
Yeah Yeah Yeahs X A-Trak - Heads Will Roll (Holy Priest X Luis Martinez Hard Techno Edit),HOLY PRIEST,2023-02-22,Hard Techno,201,246625,7126,https://soundcloud.com/holypriest_music/yeah-yeah-yeahs-x-a-trak-heads-will-roll-holy-priest-x-luis-martinez-hard-techno-edit
Rave Penetrator (Original Mix),Holy Priest,2023-11-02,Electronic,30,16133,377,https://soundcloud.com/holypriest_music/rave-penetrator-original-mix
Lost,"Holy Priest, Ian Crank",2023-11-02,Electronic,30,19468,590,https://soundcloud.com/holypriest_music/lost
Holy Priest - Quattuor (WTF),Holy Priest,2021-10-08,Techno,289,40215,1020,https://soundcloud.com/holypriest_music/holy-priest-quattuor-wtf
Holy Priest - Tres,Holy Priest,2021-04-02,Techno,308,39386,1057,https://soundcloud.com/holypriest_music/holy-priest-tres
Holy Priest - Duo,Holy Priest,2020-06-16,Techno,268,28233,665,https://soundcloud.com/holypriest_music/holy-priest-duo
Holy Priest - Unus,Holy Priest,2020-05-03,Techno,311,24860,556,https://soundcloud.com/holypriest_music/holy-priest-unus
